id_entrance;name;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle
19625;Дмитровское шоссе на север;134;in;55.8190799796;37.5749389574;770;37;34;0;0;420;820;21
19626;Дмитровское шоссе на юг, у жд;134;out;55.8186954057;37.5751640738;520;38;38;0;0;0;0;0
19627;Дмитровское шоссе на юг, у жд;134;in;55.8186954057;37.5751640738;770;38;35;0;0;400;860;21
19640;К Большой Ордынке;97;both;55.74078928;37.62562571;590;33;1;0;0;320;680;20
19641;К Большой Ордынке;85;both;55.74078928;37.62562571;590;33;1;0;0;320;680;20
19650;Главный вход;166;both;55.76777678;37.62192832;720;46;46;0;0;0;0;0
19651;На Цветной бульвар;138;both;55.7716617;37.6207581;720;25;25;0;0;0;0;0
19660;К области;143;out;55.7077772668;37.6225244839;800;36;0;0;0;310;880;20
19661;К области;143;in;55.7077772668;37.6225244839;800;72;36;0;0;310;880;20
19670;К центру;143;out;55.7095908524;37.6226255825;830;34;0;0;0;0;0;0
19671;К центру;143;in;55.7095908524;37.6226255825;830;70;70;0;0;0;0;0
19680;Тургеневская площадь (внутрення сторона Бульварного кольца);95;both;55.76549284;37.6364574799999;790;76;23;0;0;405;905;20
19681;Тургеневская площадь (внутрення сторона Бульварного кольца);8;in;55.7654928399999;37.6364574799999;750;55;22;0;0;405;905;20
19682;Тургеневская площадь (внутрення сторона Бульварного кольца);8;out;55.7654928399999;37.6364574799999;750;33;0;0;0;405;905;20
19683;Тургеневская площадь (внутрення сторона Бульварного кольца);219;both;55.7654928399999;37.6364574799999;790;53;0;0;0;405;905;20
19690;Тургеневская площадь, Мясницкая улица;95;both;55.76526629;37.6369648599999;790;76;23;0;0;405;905;20
19691;Тургеневская площадь, Мясницкая улица;8;in;55.76526629;37.6369648599999;750;55;22;0;0;405;905;20
19692;Тургеневская площадь, Мясницкая улица;8;out;55.76526629;37.6369648599999;750;33;0;0;0;405;905;20
19693;Тургеневская площадь, Мясницкая улица;219;both;55.7652662899999;37.6369648599999;790;53;0;0;0;405;905;20
19700;К центру, на западную сторону площади;126;out;55.8256093577;37.4360599396;760;54;0;0;0;0;0;0
19701;К центру, с западной стороны площади;126;in;55.8256093577;37.4360599396;570;54;0;0;0;0;0;0
19710;К центру, на восточную сторону площади, к макдональдсу;126;out;55.8253904945;37.4370323173;760;56;0;0;0;0;0;0
19711;К центру, с восточной стороны площади, от макдональдса;126;in;55.8253904945;37.4370323173;570;56;0;0;0;0;0;0
19720;К области, главный выход из перехода. К автостанции;126;both;55.8273008573;37.4374700437;750;19;19;0;0;0;0;0
19722;К области, выход к автобусам в Строгино;126;both;55.8274071623;37.4369947979;750;17;0;0;0;360;590;17
19730;К области, к Тушинской улцице;126;both;55.8281606769;37.438136013;750;32;0;0;0;330;670;17
19732;К области, выход на платформу пригородных поездов;126;both;55.8278792814;37.4380484678;750;41;0;0;0;0;0;0
19740;Главный вход;194;both;55.5421835486;37.5320875809;830;0;0;0;0;0;0;0
19750;К области, к Большой Декабрьской улице;121;both;55.7653815343;37.5604636964;830;60;36;0;0;310;760;25
19760;К области на улицу 1905 года;121;both;55.7656879427;37.5601885542;830;58;0;0;0;310;760;25
19770;К области, на автобусы по Варшавскому шоссе на юг;162;both;55.594279564;37.6010866122;800;35;4;0;0;300;800;28
19780;7-й проезд Подбельского, Ивантеевская улица;1;both;55.81497611;37.73222738;740;52;26;0;0;420;985;18
19790;7-й проезд Подбельского, Ивантеевская улица;1;both;55.81551526;37.73285329;740;63;23;0;0;420;985;18
19800;Открытое шоссе, Ивантеевская улица;1;both;55.81323101;37.73519647;740;37;33;0;0;420;985;20
19810;Открытое шоссе, Ивантеевская улица;1;both;55.81341854;37.73515826;740;34;0;0;0;420;985;20
19820;Выход к центру;121;out;55.7640808617;37.5624959973;860;0;0;0;0;0;0;0
19821;Вход с площади Краснопресненской заставы;121;in;55.7638932647;37.5621583227;800;0;0;0;0;0;0;0
19850;На улицу Академика Янгеля;162;both;55.5958115992;37.6001611379;800;67;67;0;0;0;0;0
19860;К облсти, на дублёр Варшавки, восточная сторона;162;both;55.5945046794;37.6004362789;800;39;4;0;0;370;1020;20
19870;К центру, на северо-запад;162;both;55.5961992979;37.6012429424;800;64;26;0;0;410;880;20
19880;К области, на юго-восток;162;both;55.5941920191;37.6018495033;800;24;24;0;0;0;0;0
19890;К центру, на троллейбусную остановку из центра;162;both;55.5961242595;37.6019558078;800;62;26;0;0;280;860;20
19910;Открытое шоссе, Ивантеевская улица;1;both;55.81415332;37.73566288;740;39;0;0;0;420;985;18
19930;К области;192;both;55.5477304329;37.5531353474;800;0;0;0;0;0;0;0
19940;К центру, на восток, к продуктовому;191;both;55.5702548144;37.576433133;710;63;63;0;0;0;0;0
19941;К центру, Знаменские Садки;191;both;55.5706487663;37.5767270337;710;62;24;0;0;430;900;20
19942;К центру, на запад, к ТЦ Круг;191;both;55.5699546605;37.5779213958;710;70;24;0;0;410;900;20
19943;К центру, на Старокачаловскую улицу;191;both;55.5703235996;37.5782090433;710;70;70;0;0;0;0;0
19944;К центру, автобусы на Подольск;191;both;55.5700859778;37.5771397452;710;62;24;0;0;410;900;20
19945;К области, на запад;191;both;55.5687039185;37.5752637694;710;63;24;0;0;410;900;20
19946;К области, на юго-запад;191;both;55.5683599647;37.5750011138;710;63;63;0;0;0;0;0
19947;К области, к магазину Пятёрочка;191;both;55.5683349499;37.5769147475;710;63;63;0;0;0;0;0
19948;К области, на юго-восток;191;both;55.5679659813;37.5766145697;710;62;24;0;0;430;900;20
19949;К области, автобусная остановка на б-ре Дмитрия Донского;191;both;55.5685600833;37.5759829455;710;63;24;0;0;410;900;20
19950;проспект Вернадского, торговые ряды, трамвайная остановка, Большой Московский Государственный Цирк;17;both;55.691731495;37.5348180251;725;21;21;0;0;0;0;0
19960;проспект Вернадского, Ломоносовский проспект, МГУ им. М.В, Ломоносова;17;both;55.6933227993;37.5343969415;725;0;0;0;0;0;0;0
19970;Минская улица (восток);62;in;55.7395809452;37.4837270937;550;31;31;0;0;0;0;0
19971;Минская улица (восток);62;out;55.7395809452;37.4837270937;530;31;31;0;0;0;0;0
19980;Минская улица (запад);62;in;55.7394384306;37.4830528902;550;29;29;0;0;0;0;0
19981;Минская улица (запад);62;out;55.73939458;37.4830857782;540;29;29;0;0;0;0;0
19990;Новозаводская улица;60;in;55.7467022731;37.5141508815;550;29;29;0;0;0;0;0
19991;Новозаводская улица;60;out;55.7467931076;37.5138783781;560;29;29;0;0;0;0;0
19992;Новозаводская улица;60;out;55.7468562967;37.5141469322;550;30;30;0;0;0;0;0
20000;платформа Фили;60;in;55.7452923641;37.5157780034;700;34;34;0;0;0;0;0
20001;платформа Фили;60;out;55.7452647188;37.5156832196;700;33;33;0;0;0;0;0
20002;платформа Фили;60;out;55.7453275344;37.5158728725;700;34;34;0;0;0;0;0
20010;Комсомольский проспект, пер. Хользунова;14;both;55.72748124;37.58036482;710;0;0;0;0;0;0;0
20020;В сторону центра, из стеклянных дверей налево. К бывшим Сосновым баням, Весёлой, Севанской улицам;23;out;55.6222874945;37.6681700811;790;40;1;0;0;410;820;20
20021;В сторону центра, из стеклянных дверей налево. К бывшим Сосновым баням, Весёлой, Севанской улицам;23;in;55.6222874945;37.6681700811;790;68;29;0;0;410;820;20
20030;В сторону центра, из стеклянных дверей направо, потом налево. На Луганскую улицу.;23;out;55.6226393559;37.6687827339;790;42;42;0;0;0;0;0
20031;В сторону центра, из стеклянных дверей направо, потом налево. На Луганскую улицу.;23;in;55.6226393559;37.6687827339;790;70;70;0;0;0;0;0
20040;В сторону центра, из стеклянных дверей направо, потом направо.;23;out;55.6225234486;37.668890362;790;34;0;0;0;400;830;20
20041;В сторону центра, из стеклянных дверей направо, потом направо.;23;in;55.6225234486;37.668890362;790;62;28;0;0;400;830;20
20050;В сторону области, из стеклянных дверей направо, потом направо. На рынок, к автобусам в Бирюлёво;23;out;55.62050079;37.67002283;790;43;43;0;0;0;0;0
20051;В сторону области, из стеклянных дверей направо, потом направо. На рынок, к автобусам в Бирюлёво;23;in;55.62050079;37.67002283;790;71;71;0;0;0;0;0
20060;В сторону области, из стеклянных дверей налево, потом сразу налево. К автобусам по Кайспийской улице на северо-восток.;23;in;55.62024312;37.67048363;790;67;30;0;0;430;830;20
20061;В сторону области, из стеклянных дверей налево, потом сразу налево. К автобусам по Кайспийской улице на северо-восток.;23;out;55.62024312;37.67048363;790;39;2;0;0;430;830;20
20070;В сторону области, из стеклянных дверей налево, потом прямо. К пригородным поездам, парку Царицыно.;23;in;55.6196588832;37.670666227;790;48;28;0;0;320;760;20
20071;В сторону области, из стеклянных дверей налево, потом прямо. К пригородным поездам, парку Царицыно.;23;out;55.6196588832;37.670666227;790;20;0;0;0;320;760;20
20090;Ледовый дворец, стадион "Локомотив", Окружной проезд;2;both;55.80515004;37.74455832;720;60;24;0;0;430;825;21
20100;Ледовый дворец, стадион "Локомотив", Окружной проезд;2;both;55.80477283;37.74453938;720;60;60;0;0;0;0;0
20110;Стадион "Локомотив", Большая Черкизовская улица, Окружной проезд;2;both;55.8027836186;37.744545205;720;0;0;0;0;0;0;0
20111;Стадион "Локомотив", Большая Черкизовская улица, Окружной проезд;2;both;55.8027413765;37.7452105176;720;0;0;0;0;0;0;0
20120;К центру, выход из перехода к ТЦ Свод;148;both;55.640245036;37.6059801258;800;33;0;0;0;320;720;35
20121;К области;148;out;55.6397760435;37.6078998685;800;7;7;0;0;0;0;0
20122;К центру, высадка из трамваев;148;both;55.6403951136;37.60571749;800;28;25;0;0;0;0;35
20123;К области;148;both;55.6404263798;37.6055611592;800;28;25;0;0;0;0;35
20123;К центру, посадка на трамваи;148;in;55.6398823485;37.6080499461;800;1;0;0;0;0;0;32
20124;К центру, на юго-запад, к району Чертаново-Северное;148;both;55.6410079305;37.6049108229;800;4;1;0;0;0;0;35
20126;К центру, на Балаклавский проспект в западном направлении;148;both;55.6416707732;37.6048733035;800;50;32;0;0;410;1010;24
20128;К центру, на травайное кольцо;148;both;55.6418396105;37.6052172313;800;53;0;0;0;410;980;35
20140;На Страстной бульвар со стороны области, с западной стороны, к кинотеатру Россия;119;both;55.7658531402;37.607837241;790;62;63;0;0;0;0;0
20150;На Страстной бульвар со стороны области, с восточной стороны, к бульвару.;119;both;55.7659773266;37.6081891024;790;54;31;0;0;310;730;20
20160;На Страстной бульвар со стороны центра, с восточной стороны, к Дмитровке;139;both;55.7656254652;37.6084623124;790;53;22;0;0;0;0;0
20162;На Страстной бульвар со стороны центра, с западной стороны;139;both;55.7655261161;37.6081849628;790;56;22;0;0;440;880;0
20170;Чистопрудный бульвар, площадь Мясницкие ворота;8;both;55.764863755;37.6384466971;720;38;38;0;0;0;0;0
20171;Чистопрудный бульвар, площадь Мясницкие ворота;95;both;55.764863755;37.6384466971;720;38;38;0;0;0;0;0
20180;Северная сторона, на восток, к парку;81;both;55.7585446;37.7517358;735;59;59;0;0;0;0;0
20181;Северная сторона, к центру;81;both;55.7584463;37.7512111;735;59;30;0;0;290;690;15
20182;Северная сторона, на трамвай в область;81;both;55.758447;37.7517903;735;60;60;0;0;0;0;0
20190;Северная сторона, на троллейбус в область;81;both;55.7581908;37.7519423;735;60;60;0;0;0;0;0
20191;Южная сторона, на Электродную улицу;81;both;55.757454;37.7520359;735;39;39;0;0;0;0;0
20200;ул.Ак.Петровского;99;in;55.7189423935;37.6079681657;600;0;0;0;0;0;0;0
20201;ул.Ак.Петровского;99;out;55.7189180393;37.6081562345;600;0;0;0;0;0;0;0
20210;ул. Мусы Джалиля;221;both;55.6200924551;37.7431702983;800;36;36;1;36;0;0;0
20220;Шипиловская улица;221;both;55.6222160746;37.7438870198;800;58;0;0;0;410;1000;21
20230;ул. Мусы Джалиля, народный гараж "Зябликово";221;both;55.6203882449;37.7441714332;800;37;0;1;37;410;890;21
20231;ул. Мусы Джалиля, народный гараж "Зябликово";221;both;55.6198383792;37.7442851985;800;37;0;1;37;410;890;21
20240;Шипиловская улица;221;both;55.6220871405;37.7424118627;800;63;0;0;0;390;1000;21
20250;К области, на северо-запад, Щёлковское шоссе, Уральскую улицу;53;both;55.810459335;37.7983062005;710;52;52;0;0;0;0;0
20260;К области, в юго-западном направлениии;53;both;55.809972411;37.7983227064;710;53;24;0;0;320;830;26
20270;К центру, на западную сторону 9-й Парковой улицы;53;both;55.8083960977;37.798467133;710;51;51;0;0;0;0;0
20280;К области, на автовокзал;53;both;55.8104758409;37.7988508951;710;50;50;0;0;0;0;0
20290;К области, на троллейбусы по Щёловскому шоссе в область;53;both;55.8099641581;37.798875654;710;54;54;0;0;0;0;0
20300;К центру, на восточную сторону, к торговому центру;53;both;55.8083960977;37.7989086658;710;52;24;0;0;300;770;24
20310;К области, выход на юг, на улицу Академика Бочвара;125;out;55.8091113535;37.4628126031;540;60;24;0;0;400;830;15
20311;К области, выход на юг, на улицу Академика Бочвара;125;in;55.8091113535;37.4628126031;740;60;24;0;0;400;830;15
20320;К области, к трамваям и автобусам;125;out;55.8094490281;37.4632941021;540;47;24;0;0;290;670;23
20321;К области, к трамваям и автобусам;125;in;55.8094490281;37.4632941021;740;47;24;0;0;290;670;23
20330;К центру, на улицу маршала Василевского;125;out;55.807704376;37.4655515193;550;33;1;0;0;310;810;18
20331;К центру, на улицу маршала Василевского;125;in;55.807704376;37.4655515193;720;33;1;0;0;310;810;18
20340;К центру, на улицу Щукинскую, в парк;125;out;55.8080295442;37.4660267651;550;37;1;0;0;350;840;20
20341;К центру, на улицу Щукинскую, в парк;125;in;55.8080295442;37.4660267651;720;37;1;0;0;350;840;20
20350;Выход;48;out;55.7821112819;37.705553115;730;1;1;0;0;0;0;0
20351;Вход;48;in;55.7821112819;37.705553115;720;1;1;0;0;0;0;0
20360;проспект Вернадского (в сторону области), ул. Покрышкина;19;both;55.6627363893;37.4821279829;720;52;52;0;0;0;0;0
20370;проспект Вернадского (в сторону области), ул. Покрышкина;19;both;55.6629626596;37.4822308331;720;52;52;0;0;0;0;0
20380;проспект Вернадского (в сторону центра), ул. 26-ти Бакинских Комиссаров;19;both;55.6625101189;37.4831924821;720;52;52;0;0;0;0;0
20390;проспект Вернадского (в сторону области), ул. Коштоянца;19;both;55.6645156971;37.4831976246;720;48;0;0;0;300;300;21
20400;проспект Вернадского (в сторону области), ул. Коштоянца;19;both;55.6647368249;37.4834033249;720;48;0;0;0;300;300;21
20410;проспект Вернадского (в сторону центра), ул. 26-ти Бакинских Комиссаров;19;both;55.6645208396;37.4843701164;720;52;0;0;0;300;300;21
20420;проспект Вернадского (в сторону центра), ул. 26-ти Бакинских Комиссаров;19;both;55.6642945692;37.4842364112;720;52;0;0;0;300;300;21
20430;проспект Вернадского (в сторону центра), ул. 26-ти Бакинских Комиссаров;19;both;55.6627363893;37.4833056173;720;52;52;0;0;0;0;0
20440;В область, к ТРК Глобал Сити;149;out;55.6213229035;37.6077062843;800;33;33;0;0;0;0;0
20441;В область, к ТРК Глобал Сити;149;in;55.6213229035;37.6077062843;800;70;70;0;0;0;0;0
20442;В область, на юго-запад;149;out;55.621066521;37.6080064395;800;33;0;0;0;320;790;20
20443;В область, на юго-запад;149;in;55.621066521;37.6080064395;800;70;37;0;0;320;790;20
20450;К центру, на Кировокградскую улицу, восточная сторона;149;both;55.6235928273;37.6091257683;800;37;0;0;0;310;780;20
20452;К центру, на Сумскую улицу, на северо-запад;149;both;55.6233864706;37.608556724;800;43;43;0;0;0;0;0
20460;В область, на юго-восток;149;out;55.6208976837;37.6090132101;800;39;39;0;0;0;0;0
20461;В область, на юго-восток;149;in;55.6208976837;37.6090132101;800;76;76;0;0;0;0;0
20462;В область, на рынок и к пригородным автобусам;149;out;55.6215855393;37.6093258717;800;29;0;0;0;490;800;20
20463;В область, на рынок и к пригородным автобусам;149;in;55.6215855393;37.6093258717;800;66;37;0;0;490;800;20
20470;К центру, на Кировокградскую улицу, восточная сторона;149;both;55.6233745014;37.6098297037;800;40;0;0;0;310;770;35
20472;К центру, на северо-восток;149;both;55.6228498919;37.6097610049;800;36;36;0;0;0;0;0
20480;Дворец спорта "Содружество";108;both;55.6055211791;37.5348632687;550;57;4;0;0;310;870;15
20490;ТЦ Золотой Вавилон;108;both;55.6060936241;37.535170232;550;66;4;0;0;310;790;15
20500;ул.Тарусская;108;both;55.6065276377;37.5331528621;550;56;0;0;0;310;820;25
20510;Новоясеневский просп (запад);108;both;55.6065591588;37.5314134713;550;56;0;0;0;310;860;25
20520;Детский сад №1181;108;both;55.6068571764;37.5315796734;550;54;0;0;0;310;920;25
20530;Поликлиника №134;108;both;55.6062854985;37.5311469748;550;23;0;0;0;310;760;25
20540;ул.Ясногорская (юг);108;both;55.6056373274;37.53429912;550;47;4;0;0;310;860;15
20550;ул.Ясногорская (север);108;both;55.6062408835;37.5345148239;550;57;4;0;0;310;860;15
20570;К области, на запад;164;both;55.5687039185;37.5752637694;710;63;24;0;0;410;900;20
20572;К области, на юго-запад;164;both;55.5683599647;37.5750011138;710;63;63;0;0;0;0;0
20580;К области, на восток;164;both;55.5683349499;37.5769147475;710;63;63;0;0;0;0;0
20582;К области, на юго-восток;164;both;55.5679659813;37.5766145697;710;62;24;0;0;430;900;20
20584;К области, автобусная остановка на б-ре Дмитрия Донского;164;both;55.5685600833;37.5759829455;710;63;24;0;0;410;900;20
20590;К центру;192;both;55.5484497549;37.5561342109;800;0;0;0;0;0;0;0
20600;В здании издательства Известия;119;in;55.7657103259;37.6043269065;790;0;0;0;0;0;0;0
20601;В здании издательства Известия;119;out;55.7657103259;37.6043269065;550;0;0;0;0;0;0;0
20610;Сапожковая площадь, Манеж, кассы Москвского Кремля;54;in;55.7522388783698;37.6117353194541;730;72;31;0;0;305;820;26
20611;Сапожковая площадь, Манеж, кассы Москвского Кремля;54;out;55.7522388783698;37.6117353194541;730;86;54;0;0;305;820;26
20612;Сапожковая площадь, Манеж, кассы Москвского Кремля;44;in;55.7522388783698;37.6117353194541;730;52;16;0;0;305;820;26
20613;Сапожковая площадь, Манеж, кассы Москвского Кремля;44;out;55.7522388783698;37.6117353194541;730;66;30;0;0;305;820;26
20614;Сапожковая площадь, Манеж, кассы Москвского Кремля;11;in;55.7522388783698;37.6117353194541;730;78;41;0;0;305;820;26
20615;Сапожковая площадь, Манеж, кассы Москвского Кремля;11;out;55.7522388783698;37.6117353194541;730;82;55;0;0;305;820;26
19130;Арбат, Трилинский переулок;43;out;55.7478775693;37.583702026;750;0;0;0;0;0;0;0
20620;К Бунинской аллее;195;both;55.537717811;37.5149447949;720;3;3;0;0;0;0;0
20630;Жулебинская ул., север;228;both;55.7020813784;37.8500533671;800;65;36;0;0;440;1140;19
20640;Жулебинская ул., юг;228;both;55.7016653441;37.8508489413;800;65;65;0;0;0;0;0
20650;Макдональдс;228;both;55.7006654023;37.8539728473;800;70;70;0;0;0;0;0
20660;Генерала Кузнецова, север;229;both;55.6863998081;37.856757357;800;39;39;0;0;0;0;0
20670;Авиаконструктора Миля, север;229;both;55.6861115037;37.8564435067;800;37;37;0;0;0;0;0
20680;Генерала Кузнецова, дублер;229;both;55.6843853267;37.8558085071;800;75;68;0;0;0;0;0
20690;Генерала Кузнецова, юг;229;both;55.6841262177;37.8555129038;800;69;62;0;0;0;0;0
20700;Авиаконструктора Миля, юг;229;both;55.6836189479;37.8548268123;800;73;66;0;0;0;0;0
